ThreadX,ThreadY,ThreadZ,BlockSize,Blocks,BlockCount,Iterations,TotalThreads
32,16,1,32,5,3,10,512
8,8,4,128,5,3,10,256
32,4,4,48,5,3,10,512
16,4,1,160,5,3,10,64
16,4,1,64,5,3,10,64
4,4,4,32,5,3,10,64
256,1,1,48,5,3,10,256
32,2,2,64,5,3,10,128
8,8,8,32,5,3,10,512
64,2,2,160,5,3,10,256
4,4,4,96,5,3,10,64
8,8,1,48,5,3,10,64
8,4,4,32,5,3,10,128
16,2,2,48,5,3,10,64
16,16,1,64,5,3,10,256
32,2,2,48,5,3,10,128
128,2,2,128,5,3,10,512
64,4,1,128,5,3,10,256
256,2,1,160,5,3,10,512
32,4,2,32,5,3,10,256
16,8,2,96,5,3,10,256
128,4,1,96,5,3,10,512
8,8,2,64,5,3,10,128
16,8,2,160,5,3,10,256
128,2,2,32,5,3,10,512
32,8,2,160,5,3,10,512
16,4,4,128,5,3,10,256
32,8,2,64,5,3,10,512
128,1,1,160,5,3,10,128
16,4,1,32,5,3,10,64
16,16,2,32,5,3,10,512
32,16,1,96,5,3,10,512
32,2,2,32,5,3,10,128
32,4,1,48,5,3,10,128
16,8,1,160,5,3,10,128
8,4,4,48,5,3,10,128
16,2,2,96,5,3,10,64
32,4,2,96,5,3,10,256
16,2,2,64,5,3,10,64
32,2,1,160,5,3,10,64
8,8,2,48,5,3,10,128
128,2,1,160,5,3,10,256
128,1,1,64,5,3,10,128
